t,ce
1629,1.8810830116271973
1630,2.1189136505126953
1631,2.2501633167266846
1632,2.3290059566497803
1633,2.4547834396362305
1634,1.96061110496521
1635,2.214744806289673
1636,2.2443959712982178
1637,2.295762300491333
1638,2.3895862102508545
1639,2.454282522201538
1640,2.304314136505127
1641,2.3853092193603516
1642,2.4029533863067627
1643,2.31797194480896
1644,2.569291830062866
1645,2.5637502670288086
1646,2.396451950073242
1647,2.3222153186798096
1648,2.0334575176239014
1649,2.4635233879089355
1650,2.545994520187378
1651,2.1444904804229736
1652,2.5450897216796875
1653,2.3956379890441895
1654,2.4281296730041504
1655,2.533508062362671
1656,2.101491928100586
1657,2.1577141284942627
1658,2.691816568374634
1659,2.6996171474456787
1660,2.7439844608306885
1661,2.5742084980010986
1662,2.265645742416382
1663,2.446634531021118
1664,2.535782814025879
1665,2.3691611289978027
1666,2.1125404834747314
1667,2.3008079528808594
1668,2.6445772647857666
1669,2.5189368724823
1670,2.3671505451202393
1671,1.9894335269927979
1672,2.1297874450683594
1673,2.161573886871338
1674,2.01522159576416
1675,2.0760884284973145
1676,2.45743727684021
1677,2.5091731548309326
1678,2.5729289054870605
1679,2.283996343612671
1680,2.2973058223724365
1681,2.1439309120178223
1682,2.358865737915039
1683,2.482882261276245
1684,2.0963687896728516
1685,2.302410840988159
1686,2.2736756801605225
1687,2.3307201862335205
1688,2.312699556350708
1689,2.447303056716919
1690,2.2583954334259033
1691,2.654574155807495
1692,2.383044958114624
1693,2.2814033031463623
1694,2.703502893447876
1695,2.3243746757507324
1696,2.4637715816497803
1697,1.5868334770202637
1698,2.1000022888183594
1699,2.171656370162964
1700,2.2703752517700195
1701,2.2259368896484375
1702,2.152026891708374
1703,2.354931592941284
1704,2.238252639770508
1705,2.3151142597198486
1706,2.144017457962036
1707,2.370382070541382
1708,2.044952392578125
1709,2.3344931602478027
1710,2.637690305709839
1711,2.289109945297241
1712,2.381967782974243
1713,2.5561418533325195
1714,2.264204502105713
1715,2.7656428813934326
1716,2.4655768871307373
1717,2.1997928619384766
1718,2.3023996353149414
1719,2.0856919288635254
1720,2.3464467525482178
1721,2.37377667427063
1722,2.6235342025756836
1723,2.5012381076812744
1724,2.2007720470428467
1725,2.3109941482543945
1726,2.3935203552246094
1727,2.620927333831787
1728,2.63145112991333
1729,2.56382155418396
1730,2.512221336364746
1731,2.286332607269287
1732,2.022826671600342
1733,2.7242963314056396
1734,2.842590570449829
1735,2.304442882537842
1736,2.519019603729248
1737,2.646738290786743
1738,2.276015043258667
1739,2.464754104614258
1740,2.7380237579345703
1741,2.3456594944000244
1742,2.4669203758239746
1743,2.5181422233581543
1744,2.259284019470215
1745,2.22655987739563
1746,1.7203603982925415
1747,1.711624026298523
1748,2.0327112674713135
1749,2.3370492458343506
1750,2.3012678623199463
1751,2.696042537689209
1752,2.8789663314819336
1753,2.830090045928955
1754,2.556250810623169
1755,2.6009626388549805
1756,2.2147645950317383
1757,2.294890880584717
1758,2.5377306938171387
1759,2.5640602111816406
1760,2.6291310787200928
1761,2.6554040908813477
1762,1.6377521753311157
1763,2.0328824520111084
1764,2.3939900398254395
1765,1.881532073020935
1766,1.7467734813690186
1767,2.117776393890381
1768,2.2372488975524902
1769,2.064408302307129
1770,2.3515889644622803
1771,2.419468402862549
1772,2.492508888244629
1773,2.6254117488861084
1774,2.2328007221221924
1775,2.401451826095581
1776,2.4441423416137695
1777,2.0412909984588623
1778,1.9301568269729614
1779,2.4058098793029785
1780,2.5053532123565674
1781,2.4469473361968994
1782,2.294092893600464
1783,2.3156540393829346
1784,2.3833680152893066
1785,2.051609992980957
1786,1.9191696643829346
1787,2.302752733230591
1788,2.450916290283203
1789,2.341146469116211
1790,2.2983651161193848
1791,2.2761430740356445
1792,2.478139877319336
1793,2.509324550628662
1794,2.587092399597168
1795,2.6042072772979736
1796,2.6078848838806152
1797,2.7522060871124268
1798,2.6074109077453613
1799,1.8664350509643555
1800,2.0930044651031494
1801,1.9183740615844727
1802,2.0217032432556152
1803,2.3862345218658447
1804,1.8455604314804077
1805,2.383928060531616
1806,2.557325601577759
1807,2.524277925491333
1808,2.4184296131134033
1809,2.2685086727142334
1810,2.7365331649780273
1811,2.660287857055664
1812,2.1344692707061768
1813,2.13547945022583
1814,2.275568723678589
1815,2.135789632797241
